CHEMICAL_REPORT_ID,CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,DOMESTIC PARENT COMPANY NAME,DOMESTIC PC ADDRESS LINE1,DOMESTIC PC ADDRESS LINE2,DOMESTIC PC CITY,DOMESTIC PC COUNTY / PARISH,DOMESTIC PC STATE,DOMESTIC PC POSTAL CODE,DOMESTIC PC DUN & BRADSTREET NUMBER,FOREIGN PARENT COMPANY NAME,FOREIGN PC ADDRESS LINE1,FOREIGN PC ADDRESS LINE2,FOREIGN PC CITY,FOREIGN PC COUNTY / PARISH,FOREIGN PC POSTAL CODE,FOREIGN PC COUNTRY CODE,FOREIGN PC DUN & BRADSTREET NUMBER,SITE NAME,SITE ADDRESS LINE1,SITE ADDRESS LINE2,SITE CITY,SITE COUNTY / PARISH,SITE STATE,SITE POSTAL CODE,SITE LATITUDE,SITE LONGITUDE,SITE DUN & BRADSTREET NUMBER,EPA-TSCA PROGRAM ID,EPA FACILITY REGISTRY ID,SITE NAICS CODE 1,SITE NAICS ACTIVITY 1,SITE NAICS CODE 2,SITE NAICS ACTIVITY 2,SITE NAICS CODE 3,SITE NAICS ACTIVITY 3,ACTIVITY,2019 DOMESTIC PV,2019 IMPORT PV,2019 PV,2018 PV,2017 PV,2016 PV,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV,IMPORTED CHEM NEVER AT SITE,2019 V USED ON-SITE,2019 V EXPORTED,PCT BYP CODE,PERCENT BYPRODUCT,WORKERS CODE,WORKERS,MAX CONC CODE,MAXIMUM CONCENTRATION,RECYCLED,PHYSICAL FORM(S),C / C PROD CAT CODE,CONSUMER / COMMERCIAL PRODUCT CATEGORY,CONS / COMM PROD CAT OTHER DESC,C / C FC CODE,CONS / COMM FUNCTION CATEGORY,CONS / COMM FUNCT CAT OTHER DESC,JOINT FC CODE,JOINT FUNCTION CATEGORY,JOINT FUNCT CAT OTHER DESC,CONS OR COMM USE,USED IN PROD FOR CHILDREN,C / C PV PCT,C / C MAX CONC CODE,C / C MAXIMUM CONCENTRATION,COMM WORKERS CODE,COMMERCIAL WORKERS,Name
732826,"Propane, 1,2-dichloro-",78-87-5,78875,CASRN,The Dow Chemical Co,2211 H.H. Dow Way,,Midland,Midland,MI,48674,08-036-1339,,,,,,,,,THE DOW CHEMICAL CO. TEXAS OPERATIONS,2301 BRAZOSPORT BLVD.,,FREEPORT,,TX,77541,28.9792,-95.3549,00-809-2793,200001378,110008170240,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,CBI,0,,,W4,50 - 99,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloropropane"
738111,"Propane, 1,2-dichloro-",78-87-5,78875,CASRN,The Dow Chemical Co,2211 H.H. Dow Way,,Midland,Midland,MI,48674,08-036-1339,,,,,,,,,THE DOW CHEMICAL CO,2211 H.H. DOW WAY,,MIDLAND,MIDLAND COUNTY,MI,48674,43.614962,-84.198739,08-036-1339,TSCA10057799,110070870020,325199 All Other Basic Organic Chemical Manufacturing,Import,325211 Plastics Material And Resin Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",Yes,0,0,,,W1,< 10,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"1,2-Dichloropropane"
724950,"Ethane, 1,1,2-trichloro-",79-00-5,79005,CASRN,Olin Corporation,190 Carondelet Plaza,Suite 1530,Clayton,Saint Louis,MO,63105,00-133-8086,,,,,,,,,"OLIN BLUE CUBE, FREEPORT, TX",2301 N. BRAZOSPORT BLVD.,OC-1120,FREEPORT,BRAZORIA,TX,77541,28.969389,-95.379528,07-998-6313,TSCA123943,110066943610,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,"102,198,658",0,,,W4,50 - 99,M5,90% +,Yes,Liquid,,,,,,,,,,,,,,,,,"1,1,2-Trichloroethane"
732847,"Ethane, 1,1,2-trichloro-",79-00-5,79005,CASRN,OCCIDENTAL PETROLEUM CORP,5 Greenway Plz,Suite 110,Houston,Harris,TX,77046,00-690-8354,,,,,,,,,OCCIDENTAL CHEMICAL CORPORATION,6200 S. RIDGE RD.,,WICHITA,,KS,67215,37.581667,-97.425278,00-748-2029,TSCA4588,110017424310,325180 Other Basic Inorganic Chemical Manufacturing,Manufacture,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325181 Alkalies And Chlorine Manufacturing,Manufacture,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,CBI,CBI,,,W5,100 - 499,M2,1% - < 30%,CBI,Liquid,,,,,,,,,,,,,,,,,"1,1,2-Trichloroethane"
733618,"Ethane, 1,1,2-trichloro-",79-00-5,79005,CASRN,Occidental Petroleum Corporation,5 Greenway Plaza,Ste 110,Houston,Harris,TX,77046,00-690-8354,,,,,,,,,GEON OXY VINYL LAPORTE PLANT,2400 MILLER CUTOFF ROAD,,LAPORTE,HARRIS,TX,77571-9759,29.72637,-95.07285,95-658-6663,TSCA4609,110017769730,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,CBI,CBI,,,W5,100 - 499,M3,30% - < 60%,CBI,Liquid,,,,,,,,,,,,,,,,,"1,1,2-Trichloroethane"
701556,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,HUNTSMAN INTERNATIONAL LLC,10003 Woodloch Forest Dr,,THE WOODLANDS,Montgomery,TX,77380,96-864-2079,,,,,,,,,HUNTSMAN CORPORATION - THE WOODLANDS CORPORATE SITE,10003 WOODLOCH FOREST DR.,,THE WOODLANDS,MONTGOMERY,TX,77380,30.160441,-95.455872,96-864-2079,100606419,110035812822,325199 All Other Basic Organic Chemical Manufacturing,Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",Yes,0,0,B1,0 percent by weight,W1,< 10,M2,1% - < 30%,NKRA,Liquid,,,,,,,,,,,,,,,,,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
709488,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,SABIC US HOLDINGS LP,2500 CITYWEST BLVD,,Houston,Harris,TX,77042,07-861-2482,,,,,,,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"126,130",CBI,CBI,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",CBI,,CBI,CBI,CBI,W5,100 - 499,M5,90% +,No,Dry Powder,CC220,"Other machinery, mechanical appliances, electronic/electronic articles",,F029,Flame retardant,,,,,Both,No,50,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
709488,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,SABIC US HOLDINGS LP,2500 CITYWEST BLVD,,Houston,Harris,TX,77042,07-861-2482,,,,,,,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"126,130",CBI,CBI,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",CBI,,CBI,CBI,CBI,W5,100 - 499,M5,90% +,No,Dry Powder,CC219,"Machinery, mechanical appliances, electrical/electronic articles",,F029,Flame retardant,,,,,Both,No,50,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
709628,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,ICL SPECIALTY PRODUCTS NORTH AMERICA INC.,622 EMERSON ROAD,SUITE 500,ST. LOUIS,ST. LOUIS,MO,63141,11-711-2525,,,,,,,,,ICL-IP AMERICA INC.,"622 EMERSON ROAD, SUITE 500",,ST. LOUIS,ST. LOUIS,MO,63141-6742,38.66773,-90.44733,83-277-4413,100606449,110056967180,325180 Other Basic Inorganic Chemical Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",Yes,0,0,,,W1,< 10,M5,90% +,No,Other Solid,CC102,Furniture & furnishings including plastic articles (soft); leather articles,,F029,Flame retardant,,,,,Commercial,No,100,NKRA,Not Known or Reasonably Ascertainable,W5,100 - 499,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
709673,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,LYONDELL CHEMICAL COMPANY,1221 MCKINNEY STREET,Suite 300,HOUSTON,Harris,TX,77010,19-412-3154,,,,,,,,,LYONDELL CHEMICAL COMPANY,"1221 MCKINNEY ST, 1 HOUSTON CENTER, SUITE 700",,HOUSTON,HARRIS COUNTY,TX,77010-2011,29.75601,-95.36245,19-412-3154,100601228,110035820520,325199 All Other Basic Organic Chemical Manufacturing,Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",No,0,0,B1,0 percent by weight,W3,25 - 49,M5,90% +,No,Dry Powder,CC220,"Other machinery, mechanical appliances, electronic/electronic articles",,F029,Flame retardant,,,,,Both,No,100,M2,1% - < 30%,W3,25 - 49,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
710427,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,ALBEMARLE CORP,4350 Congress Street,Suite 700,Charlotte,Mecklenberg,NC,28209,82-508-0096,,,,,,,,,ALBEMARLE CORP SOUTH PLANT,2270 HIGHWAY 79 SOUTH,,MAGNOLIA,COLUMBIA,AR,71753-9129,33.1756,-93.2169,82-508-0000,TSCA4169,110000743508,325180 Other Basic Inorganic Chemical Manufacturing,Withheld,325199 All Other Basic Organic Chemical Manufacturing,Withheld,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",CBI,CBI,CBI,CBI,CBI,W3,25 - 49,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
716416,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,ALBEMARLE CORP,4350 Congress Street,Suite 700,Charlotte,Mecklenberg,NC,28209,82-508-0096,,,,,,,,,ALBEMARLE CORP - HQ/CHARLOTTE,4250 CONGRESS ST,SUITE 900,CHARLOTTE,MECKLENBURG COUNTY,NC,28209,35.155272,-80.837758,82-508-0096,TSCA10071899,110070889004,325180 Other Basic Inorganic Chemical Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",CBI,CBI,CBI,B1,0 percent by weight,W1,< 10,M5,90% +,No,Dry Powder,C205,Electrical and Electronic Products,,F029,Flame retardant,,,,,Both,No,51,M3,30% - < 60%,W1,< 10,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
720692,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,TRiiSO,2187 NEWCASTLE AVENUE #101,,CARDIFF BY THE SEA,SAN DIEGO COUNTY,CA,92007,61-943-6199,,,,,,,,,"TRI-ISO TRYLINE, LLC",2187 NEWCASTLE AVE,,CARDIFF BY THE SEA,SAN DIEGO COUNTY,CA,92007,33.020193,-117.280585,61-943-6199,TSCA10051092,110070813380,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"66,138","66,138","22,046","44,092","44,092","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Dry Powder,CC212,Powder coatings,,F029,Flame retardant,,,,,Commercial,No,100,M5,90% +,W1,< 10,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
725901,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,VANDEMARK CHEMICAL,1 NORTH TRANSIT RD.,,LOCKPORT,Niagara County,NY,14094,00-211-6192,,,,,,,,,VANDEMARK CHEMICAL INC,1 NORTH TRANSIT ROAD,,LOCKPORT,NIAGARA,NY,14094-2323,43.183778,-78.6975,00-211-6192,TSCA7753,110000326594,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Import,0,"45,856","45,856","27,999","50,706",0,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",No,"45,856",0,B1,0 percent by weight,W2,10 - 24,M5,90% +,No,Dry Powder,CC980,Other (specify),Plastic and rubber products not covered elsewhere,F999,Other,Gas separation,,,,Commercial,No,100,M5,90% +,W2,10 - 24,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
730295,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,"LG CHEM AMERICA, INC.","3475 PIEDMONT ROAD NE, SUITE 1200",,ATLANTA,Fulton,GA,30305,19-465-5882,LG CHEM LTD,"128, Yeoui-daero, Yeongdeungpo-gu",,Seoul,,7336,KS,69-512-8893,"LG CHEM AMERICA, INC.",3475 PIEDMONT RD NE,,ATLANTA,FULTON COUNTY,GA,30305,33.85001,-84.37549,19-465-5882,TSCA99702,110067390110,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M2,1% - < 30%,No,Pellets or Large Crystals,,,,,,,,,,,,,,,,,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
730834,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",79-94-7,79947,CASRN,Ravago Manufacturing Americas,1900 Summit Tower Drive,Suite 900,Orlando,Orange,FL,37355,80-788-3819,,,,,,,,,RAVAGO MANUFACTURING AMERICAS,405 PARK TOWER DR,,MANCHESTER,COFFEE COUNTY,TN,37355,35.43704,-86.0245,01-581-8206,TSCA10057178,110060258224,325991 Custom Compounding Of Purchased Resins,Import,,,,,Import,0,"440,276","440,276","173,290","142,206","124,780","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb",No,"440,276",0,B4,100 percent by weight,W4,50 - 99,M2,1% - < 30%,No,,,,,,,,,,,,,,,,,,"4,4'-(1-Methylethylidene)bis[2, 6-dibromophenol] (TBBPA)"
704156,"1,2-Benzenedicarboxylic acid, 1,2-dicyclohexyl ester",84-61-7,84617,CASRN,"UNITED INITIATORS, INC.",555 GARDEN STREET,,ELYRIA,Lorain,OH,44035,80-989-0924,UNITED INITIATORS GMBH,Dr.-Gustav-Adolph-Str. 3,,Pullach,,82049,GM,80-989-0924,"UNITED INITIATORS, INC.",555 GARDEN STREET,,ELYRIA,LORAIN,OH,44035,29.6089,-95.0534,80-989-0924,TSCA79684,110063628917,325199 All Other Basic Organic Chemical Manufacturing,Both,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"500,000 - <1,000,000 lb","<1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb",No,0,"7,937",B1,0 percent by weight,W3,25 - 49,M3,30% - < 60%,No,Water or Solvent Wet Solid,,,,,,,,,,,,,,,,,Dicyclohexyl phthalate 
717476,"1,2-Benzenedicarboxylic acid, 1,2-dicyclohexyl ester",84-61-7,84617,CASRN,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,LANXESS CORPORATION GREENSBORO,520 BROOME RD.,,GREENSBORO,GUILFORD COUNTY,NC,27406-3799,36.04023,-79.77863,06-179-5696,100608461,110000346581,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,"17,290",0,"17,290","55,124","250,656","440,954","500,000 - <1,000,000 lb","<1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb",,0,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Pellets or Large Crystals,CC304,Other articles with routine direct contact during normal use including rubber articles; plastic articles (hard),,F052,Plasticizer,,,,,Both,No,100,M1,< 1%,W3,25 - 49,Dicyclohexyl phthalate 
718214,"1,2-Benzenedicarboxylic acid, 1,2-dicyclohexyl ester",84-61-7,84617,CASRN,VERTELLUS LLC,201 NORTH ILLINOIS STREET,Suite 1800,INDIANAPOLIS,Marion,IN,46204,07-934-5010,,,,,,,,,VERTELLUS GREENSBORO LLC,2110 HIGH POINT RD.,,GREENSBORO,GUILFORD COUNTY,NC,27403,36.05986,-79.82851,08-048-4759,TSCA9666,110000346530,325199 All Other Basic Organic Chemical Manufacturing,Both,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"500,000 - <1,000,000 lb","<1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb",,0,"410,849",B1,0 percent by weight,W4,50 - 99,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,,Dicyclohexyl phthalate 
737179,"1,2-Benzenedicarboxylic acid, 1,2-dicyclohexyl ester",84-61-7,84617,CASRN,Nouryon Chemicals LLC,131 S DEARBORN SUITE 1000,Suite 1600,CHICAGO,Cook,IL,60603,11-713-4378,,,,,,,,,NOURYON FUNCTIONAL CHEMICALS LLC,131 S DEARBORN ST,SUITE 1000,CHICAGO,COOK COUNTY,IL,60603,41.87985,-87.62936,11-713-4378,TSCA10044282,110070630310,325199 All Other Basic Organic Chemical Manufacturing,Both,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"500,000 - <1,000,000 lb","<1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M3,30% - < 60%,No,"Dry Powder, Liquid",,,,,,,,,,,,,,,,,Dicyclohexyl phthalate 
717477,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-methylpropyl) ester",84-69-5,84695,CASRN,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,LANXESS CORPORATION GREENSBORO,520 BROOME RD.,,GREENSBORO,GUILFORD COUNTY,NC,27406-3799,36.04023,-79.77863,06-179-5696,100608461,110000346581,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,"407,303",0,"407,303","403,833","384,591","440,833","407,303","403,833","384,591","440,833",,0,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,CC304,Other articles with routine direct contact during normal use including rubber articles; plastic articles (hard),,F052,Plasticizer,,,,,Commercial,No,100,M1,< 1%,W3,25 - 49,"Di-isobutyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis-(2methylpropyl) ester)"
700676,"1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester",84-74-2,84742,CASRN,ALLCHEM INDUSTRIES HOLDING CORP,6010 NW FIRST PLACE,,GAINESVILLE,Alachua,FL,32607,05-945-5423,,,,,,,,,"ALLCHEM INDUSTRIES INDUSTRIAL CHEMICALS GROUP, INC",6010 NW 1ST PL,,GAINESVILLE,ALACHUA COUNTY,FL,32607,29.65348,-82.40677,11-120-7127,TSCA110582,110069233868,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,,,,,"308,644","396,828","396,828","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dibutyl phthalate (1,2-Benzene- dicarboxylic acid, 1,2- dibutyl ester)"
701561,"1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester",84-74-2,84742,CASRN,HUNTSMAN INTERNATIONAL LLC,10003 Woodloch Forest Dr,,THE WOODLANDS,Montgomery,TX,77380,96-864-2079,,,,,,,,,HUNTSMAN CORPORATION - THE WOODLANDS CORPORATE SITE,10003 WOODLOCH FOREST DR.,,THE WOODLANDS,MONTGOMERY,TX,77380,30.160441,-95.455872,96-864-2079,100606419,110035812822,325199 All Other Basic Organic Chemical Manufacturing,Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",Yes,0,0,B1,0 percent by weight,W1,< 10,M5,90% +,NKRA,Liquid,,,,,,,,,,,,,,,,,"Dibutyl phthalate (1,2-Benzene- dicarboxylic acid, 1,2- dibutyl ester)"
706784,"1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester",84-74-2,84742,CASRN,COVALENT CHEMICAL,6501 CREEDMOOR DR. SUITE 207,,RALEIGH,Wake,NC,27613,09-021-2439,,,,,,,,,COVALENT CHEMICAL,6501 CREEDMOOR RD,,RALEIGH,WAKE COUNTY,NC,27613,35.875579,-78.679615,09-021-2439,TSCA10059922,110070714060,424690 Other Chemical And Allied Products Merchant Wholesalers,Both,,,,,Import,0,"88,184","88,184",0,"88,184",0,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",Yes,,"88,184",NKRA,Not Known or Reasonably Ascertainable,W2,10 - 24,M4,60% - < 90%,No,,,,,,,,,,,,,,,,,,"Dibutyl phthalate (1,2-Benzene- dicarboxylic acid, 1,2- dibutyl ester)"
707204,"1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester",84-74-2,84742,CASRN,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,LANXESS CORPORATION---PITTSBURGH,111 RIDC PARK WEST DR,,PITTSBURGH,ALLEGHENY COUNTY,PA,15275-1112,40.457483,-80.193314,14-585-8770,100606790,110023859083,325130 Synthetic Dye And Pigment Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,,0,0,0,0,"75,649","6,419","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dibutyl phthalate (1,2-Benzene- dicarboxylic acid, 1,2- dibutyl ester)"
714922,"1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester",84-74-2,84742,CASRN,GREENCHEM INDUSTRIES LLC,222 CLEMATIS STREET,Suite 207,WEST PALM BEACH,Palm Beach,FL,33401,80-577-2717,,,,,,,,,GREENCHEM,222 CLEMATIS ST,SUITE 207,WEST PALM BEACH,PALM BEACH COUNTY,FL,33401,26.71331,-80.05157,80-577-2717,TSCA124127,110069510489,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",Yes,0,"4,443",B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,NKRA,Not Known or Reasonably Ascertainable,,NKRA,Not Known or Reasonably Ascertainable,,,,,NKRA,NKRA,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Dibutyl phthalate (1,2-Benzene- dicarboxylic acid, 1,2- dibutyl ester)"
717862,"1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester",84-74-2,84742,CASRN,DYSTAR LP,209 WATLINGTON INDUSTRIAL DRIVE,,REIDSVILLE,Rockingham County,NC,27320,96-726-9908,,,,,,,,,DYSTAR LP,209 WATLINGTON INDUSTRIAL DRIVE,,REIDSVILLE,,NC,27320,36.32093,-79.64907,96-726-9908,TSCA6855,110009856165,424690 Other Chemical And Allied Products Merchant Wholesalers,Manufacture,,,,,Manufacture,"51,852",0,"51,852","25,030","25,021",0,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",,0,0,B1,0 percent by weight,W2,10 - 24,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"Dibutyl phthalate (1,2-Benzene- dicarboxylic acid, 1,2- dibutyl ester)"
